"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription"
12047,"xHH6_IDI","Households with Internet access at home",,"%",14,"AND","Andorra","81.7009",2014,"","Servei d'studis - Ministeri de Finances","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",14,"AND","Andorra","83.5993",2015,"","Servei d'studis - Ministeri de Finances","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",14,"AND","Andorra","83.2999",2016,"","ITU","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",14,"AND","Andorra","94.4581",2017,"","Servei d'studis - Ministeri de Finances","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",14,"AND","Andorra","94.4581",2018,"","ITU estimate","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",14,"AND","Andorra","94.4581",2019,"","ITU estimate","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",14,"AND","Andorra","99.2825",2020,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",14,"AND","Andorra","95.9184",2021,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",14,"AND","Andorra","96.0847",2022,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",14,"AND","Andorra","96.4472",2023,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",16,"ARG","Argentina","9.1",2001,"","Instituto Nacional de Estadística y Censos (INDEC).","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",16,"ARG","Argentina","10",2002,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",16,"ARG","Argentina","11",2003,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",16,"ARG","Argentina","12.1",2004,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",16,"ARG","Argentina","13.3",2005,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",16,"ARG","Argentina","14.6",2006,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",16,"ARG","Argentina","16",2007,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",16,"ARG","Argentina","17.6",2008,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",16,"ARG","Argentina","27",2009,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",16,"ARG","Argentina","34",2010,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",16,"ARG","Argentina","40.5498",2011,"","Multiple Indicator Cluster Survey 2011-12","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",16,"ARG","Argentina","45",2012,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",16,"ARG","Argentina","48.5",2013,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",16,"ARG","Argentina","54",2014,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",16,"ARG","Argentina","62",2015,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",16,"ARG","Argentina","71.7575",2016,"They are the private households of the 31 urban agglomerations covered by the Permanent Household Survey. They are urban agglomerates: all localities of 100,000 inhabitants and more and all provincial capitals. The coefficients of variation for the estimation of private households are not calculated.","NATIONAL INSTITUTE OF STATISTICS AND CENSUS (INDEC)","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",16,"ARG","Argentina","75.9438",2017,"Refer to urban households.","NATIONAL INSTITUTE OF STATISTICS AND CENSUS (INDEC)","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",16,"ARG","Argentina","80.3",2018,"Refers to households in urban areas (92% of population live in urban areas).","INDEC.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",16,"ARG","Argentina","82.8825",2019,"","Instituto Nacional de Estadistica y Censos","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",16,"ARG","Argentina","90.01",2020,"","Instituto Nacional de Estadistica y Censos","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",16,"ARG","Argentina","90.4101",2021,"","Instituto Nacional de Estadistica y Censos","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",16,"ARG","Argentina","92.14",2022,"","Instituto Nacional de Estadistica y Censos","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",16,"ARG","Argentina","93.38",2023,"","Instituto Nacional de Estadistica y Censos","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",16,"ARG","Argentina","93.6925",2024,"","Instituto Nacional de Estadistica y Censos","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",17,"ARM","Armenia","0.8",2002,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",17,"ARM","Armenia","1",2003,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",17,"ARM","Armenia","1.5",2004,"","National Statistical Service of RA","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",17,"ARM","Armenia","2.9",2005,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",17,"ARM","Armenia","4.205",2006,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",17,"ARM","Armenia","4.40998",2007,"","National Statistical Service of the RA","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",17,"ARM","Armenia","5.85772",2008,"","National Statistical Service of the RA","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",17,"ARM","Armenia","9.5",2009,"","National Statistical Service of the RA","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",17,"ARM","Armenia","13.6",2010,"","National Statistical Service of the RA","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",17,"ARM","Armenia","22.2041",2011,"","National Statistical Service","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",17,"ARM","Armenia","34.5",2012,"","National Statistical Service","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",17,"ARM","Armenia","49.4905",2013,"Someone of hh members has access to Internet –at home permanent","National Statistical Service","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",17,"ARM","Armenia","52.3632",2014,"","National Statistical Service","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",17,"ARM","Armenia","57.8043",2015,"","National Statistical Service","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",17,"ARM","Armenia","74.7245",2016,"","National Statistical Service of RA","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",17,"ARM","Armenia","64.7001",2017,"","The Statistical Committee of the Republic of Armenia","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",17,"ARM","Armenia","67.5842",2018,"","The Statistical Committee of the Republic of Armenia","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",17,"ARM","Armenia","76.3872",2019,"","The Statistical Committee of the Republic of Armenia","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",17,"ARM","Armenia","87.2117",2020,"","Statistical Committee of RA","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",17,"ARM","Armenia","90.0865",2021,"","The Statistical Committee of the Republic of Armenia","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",17,"ARM","Armenia","89.7224",2022,"","The Statistical Committee of the Republic of Armenia","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",17,"ARM","Armenia","91.7435",2023,"","The Statistical Committee of the Republic of Armenia","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",18,"SAU","Saudi Arabia","8.5",2002,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",18,"SAU","Saudi Arabia","10",2003,"","","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",18,"SAU","Saudi Arabia","15",2004,"","","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",18,"SAU","Saudi Arabia","20",2005,"","","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",18,"SAU","Saudi Arabia","26.6667",2006,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",18,"SAU","Saudi Arabia","35.5556",2007,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",18,"SAU","Saudi Arabia","41.4815",2008,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",18,"SAU","Saudi Arabia","48.4",2009,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",18,"SAU","Saudi Arabia","54.38",2010,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",18,"SAU","Saudi Arabia","62.5",2011,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",18,"SAU","Saudi Arabia","71.6",2012,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",18,"SAU","Saudi Arabia","82.1",2013,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",18,"SAU","Saudi Arabia","94",2014,"","Communications & IT Commission","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",18,"SAU","Saudi Arabia","94",2015,"","Communications & IT Commission","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",18,"SAU","Saudi Arabia","92.2573",2016,"","CITC","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",18,"SAU","Saudi Arabia","93.0419",2017,"","Communications & IT Commission","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",18,"SAU","Saudi Arabia","94.531",2018,"","Communications & IT Commission","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",18,"SAU","Saudi Arabia","99.182",2019,"","Communications & IT Commission","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",18,"SAU","Saudi Arabia","99.5",2020,"","Communications & IT Commission","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",18,"SAU","Saudi Arabia","99.85",2021,"","The Communications, Space and Technology Commission (CST)","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",18,"SAU","Saudi Arabia","100",2022,"","The Communications, Space and Technology Commission (CST)","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",18,"SAU","Saudi Arabia","100",2023,"Results are based on unweighted survey data","Communications & IT Commission","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",18,"SAU","Saudi Arabia","100",2024,"Results are based on unweighted survey data using quota sampling","Communications, Space and Technology Commission","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",20,"ATG","Antigua and Barbuda","36",2008,"National ICT household survey.","Ministry of Information, Broadcasting and Telecommunications & NSO.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",20,"ATG","Antigua and Barbuda","37",2009,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",20,"ATG","Antigua and Barbuda","40",2010,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",20,"ATG","Antigua and Barbuda","45",2011,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",20,"ATG","Antigua and Barbuda","48.2371",2012,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",20,"ATG","Antigua and Barbuda","52",2013,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",20,"ATG","Antigua and Barbuda","54",2014,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",20,"ATG","Antigua and Barbuda","56.3",2015,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",20,"ATG","Antigua and Barbuda","58.63",2016,"","ITU Estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",20,"ATG","Antigua and Barbuda","62.3698",2017,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",20,"ATG","Antigua and Barbuda","83.9576",2018,"","ITU estimate","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",20,"ATG","Antigua and Barbuda","84.5817",2019,"","ITU estimate","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",20,"ATG","Antigua and Barbuda","83.0366",2020,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",20,"ATG","Antigua and Barbuda","83.5673",2021,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",20,"ATG","Antigua and Barbuda","85.9525",2022,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",20,"ATG","Antigua and Barbuda","84.4424",2023,"","ITU estimate.","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
12047,"xHH6_IDI","Households with Internet access at home",,"%",23,"AUS","Australia","33",2000,"","Australian Department of Broadband, Communications and the Digital Economy (DBCDE).","Refers to the proportion of households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet."
